X,T,U
0.296875,0.2,0.9976838460646666
-0.21875,0.2,0.5309190337885313
-0.734375,0.2,-0.43757487919596855
-0.640625,0.2,-0.2644531156391788
0.625,0.2,-0.7570673829723721
-0.015625,0.2,0.8451555065737857
-0.84375,0.2,-0.6256983712523756
0.71875,0.2,-0.9446104363869514
0.125,0.2,0.9859241945210833
0.53125,0.2,-0.32900804713415605
-0.234375,0.2,0.5039875542733778
-0.5625,0.2,-0.11570223432263642
-0.390625,0.2,0.2119853833295489
0.6875,0.2,-0.899411960749936
0.234375,0.2,1.0161156555754087
0.0,0.2,0.8675228938356846
-0.28125,0.2,0.41945584357614973
-0.25,0.2,0.478328745057221
0.09375,0.2,0.9653165603885173
-0.90625,0.2,-0.7245348332440313
-0.125,0.8,0.9254709753679566
-0.0625,0.8,1.2961765855481924
-0.8125,0.8,-0.3077253730042394
-0.25,0.8,-0.3897668514633752
-0.5,0.8,0.4014113696610282
-0.796875,0.8,-0.32940524090689993
0.453125,0.8,0.9607929682980763
0.3125,0.8,1.2417150035532118
0.9375,0.8,-0.5168438573287807
-0.65625,0.8,-0.31398151790192946
0.390625,0.8,2.228796545743799
0.734375,0.8,-0.6443942609000438
0.6875,0.8,-0.6492169701344385
0.875,0.8,-0.5943900396430215
0.640625,0.8,-0.6465244331257373
0.109375,0.8,-0.514279392195608
0.609375,0.8,-0.6218572558758853
0.71875,0.8,-0.6443921027277038
-0.484375,0.8,0.4057901569337295
0.46875,0.8,0.6093824471098588
