X,T,U
-0.609375,0.02,-0.1288015787673841
0.140625,0.22,0.06290318308377874
0.578125,0.16,-0.17921702566859554
0.453125,0.26,0.10250407807391514
-0.46875,0.04,0.017251714920259772
-0.96875,0.22,-0.9852631500831696
0.609375,0.28,-0.44497739234188527
-0.6875,0.12,-0.43173901804616377
-0.71875,0.24,-0.7504564828423845
0.21875,0.22,0.1119018580841396
-0.234375,0.06,0.04146775607362363
-0.484375,0.06,0.017002064874554065
0.703125,0.04,-0.3538625789558101
-0.640625,0.02,-0.20062457987935645
-0.234375,0.22,0.12223469247069968
-0.484375,0.16,-0.002768055545774046
0.375,0.26,0.20151754576993078
0.953125,0.22,-0.9871496301005691
0.59375,0.2,-0.2638618566388492
0.796875,0.14,-0.7586829461049936
-0.28125,0.04,0.055063128535901236
-0.578125,0.06,-0.10348670234184816
0.875,0.12,-0.869162922015335
0.75,0.28,-0.875516298283607
-0.578125,0.08,-0.11437534517359307
-0.40625,0.02,0.04922858719823632
-0.703125,0.18,-0.6095993020215338
-0.75,0.2,-0.7729101076759642
-0.171875,0.1,0.046891264875401545
0.53125,0.2,-0.07987880218939344
-0.890625,0.22,-0.9463050800143495
0.078125,0.18,-0.0004721575864071025
-0.640625,0.18,-0.3938807214834597
-0.3125,0.28,0.2027608380276078
-1.0,0.26,-1.0090039860536666
-0.75,0.0,-0.389929360469826
0.4375,0.04,0.035094378586670374
0.796875,0.0,-0.5051134255688338
0.609375,0.18,-0.2844384300252543
-0.15625,0.14,0.03420100628468172
-0.78125,0.06,-0.5771601258179648
-0.421875,0.28,0.15550546509630336
-0.6875,0.16,-0.5094245206245894
0.484375,0.12,0.006282943145573353
0.5625,0.22,-0.19095263655616287
-0.328125,0.08,0.06574254786973022
0.921875,0.14,-0.9438043960292547
0.734375,0.26,-0.8150890433557835
-0.375,0.28,0.21842925106803643
-0.140625,0.04,0.019035421908242568
0.953125,0.04,-0.9344736376359466
0.34375,0.16,0.1266002125087916
-0.046875,0.22,-0.00046586209916899164
0.625,0.02,-0.16275261575089203
-0.671875,0.22,-0.5939295149848798
-0.125,0.18,0.029211275186698506
0.515625,0.2,-0.03201565077610645
-0.6875,0.1,-0.4154815773189504
0.625,0.12,-0.2540607765675182
-0.28125,0.1,0.0844367646388066
0.46875,0.0,0.04457585607148373
0.578125,0.28,-0.31591776086180096
0.546875,0.2,-0.11030650831870732
0.6875,0.28,-0.7267902133589463
0.421875,0.0,0.06910145252227397
0.5,0.12,-0.014537876850374937
-0.78125,0.18,-0.807538507011045
0.59375,0.18,-0.24346641736979016
0.984375,0.16,-0.9774722000367142
0.578125,0.24,-0.23655764259634995
0.453125,0.0,0.018265096766350308
-0.515625,0.22,-0.042004013914469666
0.09375,0.12,0.018977211129296106
0.859375,0.14,-0.8587330295403716
0.921875,0.02,-0.8475712124559401
0.203125,0.1,0.05504667705088977
0.59375,0.14,-0.1942891560385249
-0.46875,0.12,0.03867130562945269
0.875,0.0,-0.7341256416949797
0.703125,0.28,-0.7909144120877122
0.890625,0.18,-0.9345277480119455
-0.828125,0.26,-0.9355117381346593
0.96875,0.2,-0.988030063759496
-0.75,0.16,-0.7045510401452139
0.609375,0.14,-0.24700643375207137
0.078125,0.06,0.00890935180768692
0.203125,0.0,0.021751888890254947
-0.453125,0.22,0.08125764336004426
0.28125,0.0,0.059758666695008816
-0.4375,0.28,0.13782042151626905
-0.890625,0.0,-0.7556770558220528
0.625,0.06,-0.1915631142845373
0.578125,0.22,-0.23619462244195996
-0.34375,0.06,0.08808454722601347
-0.65625,0.16,-0.424119740464344
-0.6875,0.24,-0.6605386113026711
-0.453125,0.0,0.024182132071545123
-0.390625,0.02,0.07028095097636058
0.140625,0.02,0.013102188711110338
0.484375,0.04,0.017850369063005384
0.390625,0.2,0.1366052160949184
-0.390625,0.24,0.17394185885673177
0.5625,0.12,-0.10454911814544149
-0.4375,0.24,0.12876315200333568
0.953125,0.24,-0.9863316227861935
0.265625,0.06,0.06579016562254102
-0.984375,0.04,-0.9820369422184444
0.703125,0.06,-0.39230266837999556
-0.515625,0.08,-0.031428117592320864
-0.53125,0.26,-0.11575929900800533
-0.65625,0.06,-0.2600050942329284
-0.578125,0.16,-0.1734407900817513
-0.5625,0.02,-0.07780578078672563
0.78125,0.02,-0.48714379286142473
0.1875,0.28,0.1367735259883629
0.390625,0.08,0.07912682853484818
-0.5625,0.18,-0.13946004019243516
0.578125,0.18,-0.20376913972627497
0.015625,0.0,0.011565662808095265
-0.21875,0.04,0.04344534336935
-0.390625,0.18,0.12805155581110497
0.96875,0.04,-0.9658501056349292
0.140625,0.16,0.026737388772493577
-0.96875,0.1,-0.9595512274531178
-1.0,0.02,-1.0077353600373398
-0.953125,0.02,-0.903888465486194
0.5625,0.14,-0.12641062659276253
-0.6875,0.22,-0.6366071233457127
0.046875,0.08,-0.0011017666212468124
0.875,0.28,-0.9484523003871226
0.171875,0.1,0.04577551376874268
0.6875,0.12,-0.43765470928460637
-0.21875,0.16,0.09649942153147405
0.71875,0.18,-0.646352321600132
-0.828125,0.08,-0.7435059267905896
0.140625,0.18,0.04116445339059282
0.53125,0.04,-0.03299327662050967
-0.90625,0.1,-0.8970850920031338
-0.921875,0.1,-0.922905983091553
-0.359375,0.06,0.08907036017809063
-0.21875,0.28,0.15160245018833154
-0.859375,0.24,-0.9451669748271717
0.546875,0.16,-0.088430851312042
0.84375,0.22,-0.9381614076839097
-0.03125,0.12,-0.007457215386085649
0.78125,0.1,-0.6530478070031254
-0.375,0.16,0.09573770769544404
-0.171875,0.04,0.033344205013392136
0.984375,0.24,-0.9979666548070577
-0.21875,0.02,0.056451516899292314
0.28125,0.14,0.08983023973729208
0.1875,0.2,0.08260425025204296
0.40625,0.22,0.13334033138239873
-0.9375,0.1,-0.940646572636454
-0.515625,0.1,-0.020463168907881968
0.6875,0.0,-0.2673926657149201
-0.875,0.28,-0.9765569148831731
-0.875,0.22,-0.9340295004584622
0.78125,0.22,-0.861757277292989
-0.109375,0.08,0.01667196699865673
0.84375,0.28,-0.9632601235029555
-0.171875,0.28,0.09286230575162832
0.8125,0.24,-0.8950774649555014
0.578125,0.2,-0.22145768004433808
-0.546875,0.06,-0.056471426427479654
-0.625,0.0,-0.16474693665048123
0.421875,0.16,0.10792385172244137
0.15625,0.04,0.03327080265460786
0.125,0.14,0.06097201463343712
0.3125,0.12,0.10179089632595151
0.8125,0.14,-0.808721568917943
0.578125,0.02,-0.09364031192958268
0.515625,0.14,-0.03492415814576707
-0.328125,0.1,0.07453705148008763
0.296875,0.02,0.043572118606024945
-0.625,0.16,-0.3204080936439839
0.65625,0.24,-0.5698387343902608
0.09375,0.04,0.01639887924147395
-0.109375,0.26,0.037222549651340926
-0.3125,0.2,0.15385215784717346
0.3125,0.26,0.18987962750652698
-0.1875,0.04,0.040000545321247305
